Gene stable ID,Gene stable ID version,Gene description,Gene name
ENSMUSG00000100411,ENSMUSG00000100411.1,predicted gene 29269 [Source:MGI Symbol;Acc:MGI:5579975],Gm29269
ENSMUSG00000100970,ENSMUSG00000100970.1,predicted gene 29270 [Source:MGI Symbol;Acc:MGI:5579976],Gm29270
ENSMUSG00000101204,ENSMUSG00000101204.6,predicted gene 29271 [Source:MGI Symbol;Acc:MGI:5579977],Gm29271
ENSMUSG00000095979,ENSMUSG00000095979.7,"predicted gene, 21209 [Source:MGI Symbol;Acc:MGI:5434564]",Gm21209
ENSMUSG00000100564,ENSMUSG00000100564.1,predicted gene 28682 [Source:MGI Symbol;Acc:MGI:5579388],Gm28682
ENSMUSG00000101215,ENSMUSG00000101215.1,predicted gene 28569 [Source:MGI Symbol;Acc:MGI:5579275],Gm28569
ENSMUSG00000100206,ENSMUSG00000100206.1,predicted gene 28681 [Source:MGI Symbol;Acc:MGI:5579387],Gm28681
ENSMUSG00000100765,ENSMUSG00000100765.1,predicted gene 28684 [Source:MGI Symbol;Acc:MGI:5579390],Gm28684
ENSMUSG00000101475,ENSMUSG00000101475.1,"predicted gene, 21316 [Source:MGI Symbol;Acc:MGI:5434671]",Gm21316
ENSMUSG00000099713,ENSMUSG00000099713.1,"predicted gene, 21923 [Source:MGI Symbol;Acc:MGI:5434087]",Gm21923
ENSMUSG00000099831,ENSMUSG00000099831.1,predicted gene 28683 [Source:MGI Symbol;Acc:MGI:5579389],Gm28683
ENSMUSG00000101868,ENSMUSG00000101868.1,predicted gene 28680 [Source:MGI Symbol;Acc:MGI:5579386],Gm28680
ENSMUSG00000100914,ENSMUSG00000100914.1,predicted gene 28679 [Source:MGI Symbol;Acc:MGI:5579385],Gm28679
ENSMUSG00000100338,ENSMUSG00000100338.2,predicted gene 28870 [Source:MGI Symbol;Acc:MGI:5579576],Gm28870
ENSMUSG00000100541,ENSMUSG00000100541.1,predicted gene 28871 [Source:MGI Symbol;Acc:MGI:5579577],Gm28871
ENSMUSG00000099367,ENSMUSG00000099367.1,predicted gene 29512 [Source:MGI Symbol;Acc:MGI:5580218],Gm29512
ENSMUSG00000099666,ENSMUSG00000099666.6,predicted gene 29511 [Source:MGI Symbol;Acc:MGI:5580217],Gm29511
ENSMUSG00000100331,ENSMUSG00000100331.1,"predicted gene, 20880 [Source:MGI Symbol;Acc:MGI:5434236]",Gm20880
ENSMUSG00000100390,ENSMUSG00000100390.1,"predicted gene, 20881 [Source:MGI Symbol;Acc:MGI:5434237]",Gm20881
ENSMUSG00000101263,ENSMUSG00000101263.1,predicted gene 29121 [Source:MGI Symbol;Acc:MGI:5579827],Gm29121
ENSMUSG00000099986,ENSMUSG00000099986.1,predicted gene 29120 [Source:MGI Symbol;Acc:MGI:5579826],Gm29120
ENSMUSG00000100118,ENSMUSG00000100118.1,predicted gene 29117 [Source:MGI Symbol;Acc:MGI:5579823],Gm29117
ENSMUSG00000102122,ENSMUSG00000102122.1,"predicted gene, 20883 [Source:MGI Symbol;Acc:MGI:5434239]",Gm20883
ENSMUSG00000099513,ENSMUSG00000099513.1,predicted gene 29119 [Source:MGI Symbol;Acc:MGI:5579825],Gm29119
ENSMUSG00000101552,ENSMUSG00000101552.1,predicted gene 29118 [Source:MGI Symbol;Acc:MGI:5579824],Gm29118
ENSMUSG00000100388,ENSMUSG00000100388.1,predicted gene 29116 [Source:MGI Symbol;Acc:MGI:5579822],Gm29116
ENSMUSG00000100802,ENSMUSG00000100802.1,"predicted gene, 20889 [Source:MGI Symbol;Acc:MGI:5434245]",Gm20889
ENSMUSG00000101752,ENSMUSG00000101752.1,"predicted gene, 20887 [Source:MGI Symbol;Acc:MGI:5434243]",Gm20887
ENSMUSG00000099867,ENSMUSG00000099867.1,predicted gene 29320 [Source:MGI Symbol;Acc:MGI:5580026],Gm29320
ENSMUSG00000101193,ENSMUSG00000101193.1,"predicted gene, 21849 [Source:MGI Symbol;Acc:MGI:5434013]",Gm21849
ENSMUSG00000100915,ENSMUSG00000100915.6,predicted gene 29321 [Source:MGI Symbol;Acc:MGI:5580027],Gm29321
ENSMUSG00000096769,ENSMUSG00000096769.7,"predicted gene, 21117 [Source:MGI Symbol;Acc:MGI:5434472]",Gm21117
ENSMUSG00000100365,ENSMUSG00000100365.1,predicted gene 29319 [Source:MGI Symbol;Acc:MGI:5580025],Gm29319
ENSMUSG00000099985,ENSMUSG00000099985.1,predicted gene 28317 [Source:MGI Symbol;Acc:MGI:5579023],Gm28317
ENSMUSG00000099916,ENSMUSG00000099916.6,predicted gene 28318 [Source:MGI Symbol;Acc:MGI:5579024],Gm28318
ENSMUSG00000101631,ENSMUSG00000101631.1,"predicted gene, 20884 [Source:MGI Symbol;Acc:MGI:5434240]",Gm20884
ENSMUSG00000099613,ENSMUSG00000099613.1,predicted gene 28313 [Source:MGI Symbol;Acc:MGI:5579019],Gm28313
ENSMUSG00000101557,ENSMUSG00000101557.1,predicted gene 28314 [Source:MGI Symbol;Acc:MGI:5579020],Gm28314
ENSMUSG00000101222,ENSMUSG00000101222.1,predicted gene 28315 [Source:MGI Symbol;Acc:MGI:5579021],Gm28315
ENSMUSG00000100787,ENSMUSG00000100787.6,predicted gene 28316 [Source:MGI Symbol;Acc:MGI:5579022],Gm28316
ENSMUSG00000100098,ENSMUSG00000100098.1,"predicted gene, 21387 [Source:MGI Symbol;Acc:MGI:5434742]",Gm21387
ENSMUSG00000099709,ENSMUSG00000099709.1,"predicted gene, 21396 [Source:MGI Symbol;Acc:MGI:5434751]",Gm21396
ENSMUSG00000101002,ENSMUSG00000101002.1,predicted gene 28944 [Source:MGI Symbol;Acc:MGI:5579650],Gm28944
ENSMUSG00000101019,ENSMUSG00000101019.1,predicted gene 28943 [Source:MGI Symbol;Acc:MGI:5579649],Gm28943
ENSMUSG00000101684,ENSMUSG00000101684.1,predicted gene 28946 [Source:MGI Symbol;Acc:MGI:5579652],Gm28946
ENSMUSG00000100820,ENSMUSG00000100820.1,predicted gene 28945 [Source:MGI Symbol;Acc:MGI:5579651],Gm28945
ENSMUSG00000100232,ENSMUSG00000100232.6,predicted gene 28947 [Source:MGI Symbol;Acc:MGI:5579653],Gm28947
ENSMUSG00000100485,ENSMUSG00000100485.1,"predicted gene, 20920 [Source:MGI Symbol;Acc:MGI:5434276]",Gm20920
ENSMUSG00000100947,ENSMUSG00000100947.1,predicted gene 28949 [Source:MGI Symbol;Acc:MGI:5579655],Gm28949
ENSMUSG00000100461,ENSMUSG00000100461.1,predicted gene 28948 [Source:MGI Symbol;Acc:MGI:5579654],Gm28948
ENSMUSG00000100248,ENSMUSG00000100248.6,predicted gene 28950 [Source:MGI Symbol;Acc:MGI:5579656],Gm28950
ENSMUSG00000101623,ENSMUSG00000101623.1,"predicted gene, 21245 [Source:MGI Symbol;Acc:MGI:5434600]",Gm21245
ENSMUSG00000100996,ENSMUSG00000100996.1,predicted gene 29169 [Source:MGI Symbol;Acc:MGI:5579875],Gm29169
ENSMUSG00000101515,ENSMUSG00000101515.1,"predicted gene, 21899 [Source:MGI Symbol;Acc:MGI:5434063]",Gm21899
ENSMUSG00000099559,ENSMUSG00000099559.1,predicted gene 29063 [Source:MGI Symbol;Acc:MGI:5579769],Gm29063
ENSMUSG00000099637,ENSMUSG00000099637.1,predicted gene 28737 [Source:MGI Symbol;Acc:MGI:5579443],Gm28737
ENSMUSG00000099565,ENSMUSG00000099565.1,predicted gene 28738 [Source:MGI Symbol;Acc:MGI:5579444],Gm28738
ENSMUSG00000100343,ENSMUSG00000100343.1,"predicted gene, 20923 [Source:MGI Symbol;Acc:MGI:5434279]",Gm20923
ENSMUSG00000099494,ENSMUSG00000099494.6,predicted gene 28197 [Source:MGI Symbol;Acc:MGI:5578903],Gm28197
ENSMUSG00000102044,ENSMUSG00000102044.1,"predicted gene, 21249 [Source:MGI Symbol;Acc:MGI:5434604]",Gm21249
ENSMUSG00000099745,ENSMUSG00000099745.1,predicted gene 28736 [Source:MGI Symbol;Acc:MGI:5579442],Gm28736
ENSMUSG00000101883,ENSMUSG00000101883.1,"predicted gene, 21840 [Source:MGI Symbol;Acc:MGI:5434004]",Gm21840
ENSMUSG00000102022,ENSMUSG00000102022.6,predicted gene 28735 [Source:MGI Symbol;Acc:MGI:5579441],Gm28735
ENSMUSG00000095606,ENSMUSG00000095606.7,"predicted gene, 21258 [Source:MGI Symbol;Acc:MGI:5434613]",Gm21258
ENSMUSG00000099725,ENSMUSG00000099725.1,predicted gene 28734 [Source:MGI Symbol;Acc:MGI:5579440],Gm28734
ENSMUSG00000100853,ENSMUSG00000100853.1,predicted gene 28232 [Source:MGI Symbol;Acc:MGI:5578938],Gm28232
ENSMUSG00000099506,ENSMUSG00000099506.1,predicted gene 28732 [Source:MGI Symbol;Acc:MGI:5579438],Gm28732
ENSMUSG00000100584,ENSMUSG00000100584.6,predicted gene 28733 [Source:MGI Symbol;Acc:MGI:5579439],Gm28733
ENSMUSG00000101987,ENSMUSG00000101987.1,"predicted gene, 21268 [Source:MGI Symbol;Acc:MGI:5434623]",Gm21268
ENSMUSG00000100072,ENSMUSG00000100072.1,"predicted gene, 21275 [Source:MGI Symbol;Acc:MGI:5434630]",Gm21275
ENSMUSG00000101570,ENSMUSG00000101570.1,predicted gene 28233 [Source:MGI Symbol;Acc:MGI:5578939],Gm28233
ENSMUSG00000101885,ENSMUSG00000101885.1,predicted gene 28235 [Source:MGI Symbol;Acc:MGI:5578941],Gm28235
ENSMUSG00000100095,ENSMUSG00000100095.1,predicted gene 28234 [Source:MGI Symbol;Acc:MGI:5578940],Gm28234
ENSMUSG00000101420,ENSMUSG00000101420.1,"predicted gene, 21902 [Source:MGI Symbol;Acc:MGI:5434066]",Gm21902
ENSMUSG00000099654,ENSMUSG00000099654.6,predicted gene 28236 [Source:MGI Symbol;Acc:MGI:5578942],Gm28236
ENSMUSG00000100834,ENSMUSG00000100834.1,"predicted gene, 21285 [Source:MGI Symbol;Acc:MGI:5434640]",Gm21285
ENSMUSG00000094729,ENSMUSG00000094729.2,"predicted gene, 20747 [Source:MGI Symbol;Acc:MGI:5434103]",Gm20747
ENSMUSG00000100332,ENSMUSG00000100332.1,predicted gene 29250 [Source:MGI Symbol;Acc:MGI:5579956],Gm29250
ENSMUSG00000100678,ENSMUSG00000100678.1,predicted gene 29251 [Source:MGI Symbol;Acc:MGI:5579957],Gm29251
ENSMUSG00000100507,ENSMUSG00000100507.1,"predicted gene, 21906 [Source:MGI Symbol;Acc:MGI:5434070]",Gm21906
ENSMUSG00000101547,ENSMUSG00000101547.1,predicted gene 29252 [Source:MGI Symbol;Acc:MGI:5579958],Gm29252
ENSMUSG00000100401,ENSMUSG00000100401.6,predicted gene 29248 [Source:MGI Symbol;Acc:MGI:5579954],Gm29248
ENSMUSG00000101992,ENSMUSG00000101992.1,predicted gene 29249 [Source:MGI Symbol;Acc:MGI:5579955],Gm29249
ENSMUSG00000101367,ENSMUSG00000101367.1,predicted gene 29484 [Source:MGI Symbol;Acc:MGI:5580190],Gm29484
ENSMUSG00000101665,ENSMUSG00000101665.1,"predicted gene, 21920 [Source:MGI Symbol;Acc:MGI:5434084]",Gm21920
ENSMUSG00000100778,ENSMUSG00000100778.1,predicted gene 28908 [Source:MGI Symbol;Acc:MGI:5579614],Gm28908
ENSMUSG00000100835,ENSMUSG00000100835.1,predicted gene 28907 [Source:MGI Symbol;Acc:MGI:5579613],Gm28907
ENSMUSG00000101446,ENSMUSG00000101446.1,"predicted gene, 21749 [Source:MGI Symbol;Acc:MGI:5433913]",Gm21749
ENSMUSG00000100045,ENSMUSG00000100045.1,"predicted gene, 20929 [Source:MGI Symbol;Acc:MGI:5434285]",Gm20929
ENSMUSG00000101018,ENSMUSG00000101018.1,predicted gene 28910 [Source:MGI Symbol;Acc:MGI:5579616],Gm28910
ENSMUSG00000101178,ENSMUSG00000101178.1,predicted gene 28909 [Source:MGI Symbol;Acc:MGI:5579615],Gm28909
ENSMUSG00000101566,ENSMUSG00000101566.1,predicted gene 28276 [Source:MGI Symbol;Acc:MGI:5578982],Gm28276
ENSMUSG00000101190,ENSMUSG00000101190.6,predicted gene 28274 [Source:MGI Symbol;Acc:MGI:5578980],Gm28274
ENSMUSG00000099942,ENSMUSG00000099942.1,predicted gene 28275 [Source:MGI Symbol;Acc:MGI:5578981],Gm28275
ENSMUSG00000100864,ENSMUSG00000100864.1,"predicted gene, 21302 [Source:MGI Symbol;Acc:MGI:5434657]",Gm21302
ENSMUSG00000101368,ENSMUSG00000101368.1,predicted gene 28290 [Source:MGI Symbol;Acc:MGI:5578996],Gm28290
ENSMUSG00000099682,ENSMUSG00000099682.1,predicted gene 28292 [Source:MGI Symbol;Acc:MGI:5578998],Gm28292
ENSMUSG00000100227,ENSMUSG00000100227.6,predicted gene 28291 [Source:MGI Symbol;Acc:MGI:5578997],Gm28291
ENSMUSG00000099456,ENSMUSG00000099456.6,predicted gene 28293 [Source:MGI Symbol;Acc:MGI:5578999],Gm28293
ENSMUSG00000099594,ENSMUSG00000099594.1,"predicted gene, 21740 [Source:MGI Symbol;Acc:MGI:5433904]",Gm21740
ENSMUSG00000101267,ENSMUSG00000101267.1,"predicted gene, 21912 [Source:MGI Symbol;Acc:MGI:5434076]",Gm21912
ENSMUSG00000101783,ENSMUSG00000101783.1,predicted gene 28698 [Source:MGI Symbol;Acc:MGI:5579404],Gm28698
ENSMUSG00000099466,ENSMUSG00000099466.1,predicted gene 29304 [Source:MGI Symbol;Acc:MGI:5580010],Gm29304
ENSMUSG00000100089,ENSMUSG00000100089.1,predicted gene 29305 [Source:MGI Symbol;Acc:MGI:5580011],Gm29305
ENSMUSG00000101542,ENSMUSG00000101542.6,predicted gene 29303 [Source:MGI Symbol;Acc:MGI:5580009],Gm29303
ENSMUSG00000096518,ENSMUSG00000096518.2,"predicted gene, 21894 [Source:MGI Symbol;Acc:MGI:5434058]",Gm21894
ENSMUSG00000099509,ENSMUSG00000099509.1,predicted gene 29307 [Source:MGI Symbol;Acc:MGI:5580013],Gm29307
ENSMUSG00000100424,ENSMUSG00000100424.1,predicted gene 29557 [Source:MGI Symbol;Acc:MGI:5580263],Gm29557
ENSMUSG00000095985,ENSMUSG00000095985.1,"predicted gene, 23052 [Source:MGI Symbol;Acc:MGI:5452829]",Gm23052
ENSMUSG00000101490,ENSMUSG00000101490.1,"predicted gene, 20927 [Source:MGI Symbol;Acc:MGI:5434283]",Gm20927
ENSMUSG00000099993,ENSMUSG00000099993.1,"predicted gene, 20930 [Source:MGI Symbol;Acc:MGI:5434286]",Gm20930
ENSMUSG00000101534,ENSMUSG00000101534.1,predicted gene 29306 [Source:MGI Symbol;Acc:MGI:5580012],Gm29306
ENSMUSG00000101364,ENSMUSG00000101364.1,predicted gene 29300 [Source:MGI Symbol;Acc:MGI:5580006],Gm29300
ENSMUSG00000101422,ENSMUSG00000101422.6,predicted gene 29301 [Source:MGI Symbol;Acc:MGI:5580007],Gm29301
ENSMUSG00000094570,ENSMUSG00000094570.7,"predicted gene, 20931 [Source:MGI Symbol;Acc:MGI:5434287]",Gm20931
ENSMUSG00000100488,ENSMUSG00000100488.1,predicted gene 29559 [Source:MGI Symbol;Acc:MGI:5580265],Gm29559
ENSMUSG00000100184,ENSMUSG00000100184.1,predicted gene 29558 [Source:MGI Symbol;Acc:MGI:5580264],Gm29558
ENSMUSG00000101967,ENSMUSG00000101967.6,predicted gene 29555 [Source:MGI Symbol;Acc:MGI:5580261],Gm29555
ENSMUSG00000102035,ENSMUSG00000102035.1,"predicted gene, 21733 [Source:MGI Symbol;Acc:MGI:5433897]",Gm21733
ENSMUSG00000101228,ENSMUSG00000101228.1,"predicted gene, 21330 [Source:MGI Symbol;Acc:MGI:5434685]",Gm21330
ENSMUSG00000101723,ENSMUSG00000101723.1,predicted gene 28355 [Source:MGI Symbol;Acc:MGI:5579061],Gm28355
ENSMUSG00000102056,ENSMUSG00000102056.1,predicted gene 28354 [Source:MGI Symbol;Acc:MGI:5579060],Gm28354
ENSMUSG00000100052,ENSMUSG00000100052.1,predicted gene 28353 [Source:MGI Symbol;Acc:MGI:5579059],Gm28353
ENSMUSG00000099442,ENSMUSG00000099442.1,predicted gene 28352 [Source:MGI Symbol;Acc:MGI:5579058],Gm28352
ENSMUSG00000095135,ENSMUSG00000095135.7,"predicted gene, 21858 [Source:MGI Symbol;Acc:MGI:5434022]",Gm21858
ENSMUSG00000100195,ENSMUSG00000100195.1,predicted gene 29244 [Source:MGI Symbol;Acc:MGI:5579950],Gm29244
ENSMUSG00000101148,ENSMUSG00000101148.1,predicted gene 28200 [Source:MGI Symbol;Acc:MGI:5578906],Gm28200
ENSMUSG00000101580,ENSMUSG00000101580.1,predicted gene 28201 [Source:MGI Symbol;Acc:MGI:5578907],Gm28201
ENSMUSG00000100054,ENSMUSG00000100054.6,predicted gene 28202 [Source:MGI Symbol;Acc:MGI:5578908],Gm28202
ENSMUSG00000100207,ENSMUSG00000100207.1,predicted gene 28203 [Source:MGI Symbol;Acc:MGI:5578909],Gm28203
ENSMUSG00000100142,ENSMUSG00000100142.1,"predicted gene, 21340 [Source:MGI Symbol;Acc:MGI:5434695]",Gm21340
ENSMUSG00000100889,ENSMUSG00000100889.1,predicted gene 28204 [Source:MGI Symbol;Acc:MGI:5578910],Gm28204
ENSMUSG00000099607,ENSMUSG00000099607.1,predicted gene 28205 [Source:MGI Symbol;Acc:MGI:5578911],Gm28205
ENSMUSG00000100242,ENSMUSG00000100242.1,predicted gene 28206 [Source:MGI Symbol;Acc:MGI:5578912],Gm28206
ENSMUSG00000100167,ENSMUSG00000100167.6,predicted gene 28207 [Source:MGI Symbol;Acc:MGI:5578913],Gm28207
ENSMUSG00000100144,ENSMUSG00000100144.6,predicted gene 28208 [Source:MGI Symbol;Acc:MGI:5578914],Gm28208
ENSMUSG00000102103,ENSMUSG00000102103.1,"predicted gene, 21851 [Source:MGI Symbol;Acc:MGI:5434015]",Gm21851
ENSMUSG00000099527,ENSMUSG00000099527.1,"predicted gene, 21819 [Source:MGI Symbol;Acc:MGI:5433983]",Gm21819
ENSMUSG00000101045,ENSMUSG00000101045.1,predicted gene 29224 [Source:MGI Symbol;Acc:MGI:5579930],Gm29224
ENSMUSG00000099920,ENSMUSG00000099920.1,predicted gene 29223 [Source:MGI Symbol;Acc:MGI:5579929],Gm29223
ENSMUSG00000101021,ENSMUSG00000101021.1,predicted gene 29222 [Source:MGI Symbol;Acc:MGI:5579928],Gm29222
ENSMUSG00000099485,ENSMUSG00000099485.1,predicted gene 29221 [Source:MGI Symbol;Acc:MGI:5579927],Gm29221
ENSMUSG00000099548,ENSMUSG00000099548.1,predicted gene 29220 [Source:MGI Symbol;Acc:MGI:5579926],Gm29220
ENSMUSG00000096875,ENSMUSG00000096875.2,"predicted gene, 21815 [Source:MGI Symbol;Acc:MGI:5433979]",Gm21815
ENSMUSG00000099978,ENSMUSG00000099978.1,predicted gene 29407 [Source:MGI Symbol;Acc:MGI:5580113],Gm29407
ENSMUSG00000101150,ENSMUSG00000101150.1,predicted gene 29405 [Source:MGI Symbol;Acc:MGI:5580111],Gm29405
ENSMUSG00000099595,ENSMUSG00000099595.1,predicted gene 29406 [Source:MGI Symbol;Acc:MGI:5580112],Gm29406
ENSMUSG00000100539,ENSMUSG00000100539.1,"predicted gene, 20913 [Source:MGI Symbol;Acc:MGI:5434269]",Gm20913
ENSMUSG00000100073,ENSMUSG00000100073.1,predicted gene 29404 [Source:MGI Symbol;Acc:MGI:5580110],Gm29404
ENSMUSG00000100223,ENSMUSG00000100223.1,predicted gene 29403 [Source:MGI Symbol;Acc:MGI:5580109],Gm29403
ENSMUSG00000100772,ENSMUSG00000100772.1,predicted gene 28350 [Source:MGI Symbol;Acc:MGI:5579056],Gm28350
ENSMUSG00000101782,ENSMUSG00000101782.1,predicted gene 28964 [Source:MGI Symbol;Acc:MGI:5579670],Gm28964
ENSMUSG00000101155,ENSMUSG00000101155.6,Sycp3 like Y-linked [Source:MGI Symbol;Acc:MGI:2687328],Sly
ENSMUSG00000100295,ENSMUSG00000100295.1,predicted gene 28165 [Source:MGI Symbol;Acc:MGI:5578871],Gm28165
ENSMUSG00000100578,ENSMUSG00000100578.1,predicted gene 28709 [Source:MGI Symbol;Acc:MGI:5579415],Gm28709
ENSMUSG00000101245,ENSMUSG00000101245.1,predicted gene 28965 [Source:MGI Symbol;Acc:MGI:5579671],Gm28965
ENSMUSG00000100456,ENSMUSG00000100456.1,"predicted gene, 21868 [Source:MGI Symbol;Acc:MGI:5434032]",Gm21868
ENSMUSG00000096122,ENSMUSG00000096122.2,"predicted gene, 21943 [Source:MGI Symbol;Acc:MGI:5439394]",Gm21943
ENSMUSG00000101943,ENSMUSG00000101943.1,predicted gene 28532 [Source:MGI Symbol;Acc:MGI:5579238],Gm28532
ENSMUSG00000100724,ENSMUSG00000100724.1,predicted gene 28533 [Source:MGI Symbol;Acc:MGI:5579239],Gm28533
ENSMUSG00000099388,ENSMUSG00000099388.1,predicted gene 28966 [Source:MGI Symbol;Acc:MGI:5579672],Gm28966
ENSMUSG00000101399,ENSMUSG00000101399.1,predicted gene 28961 [Source:MGI Symbol;Acc:MGI:5579667],Gm28961
ENSMUSG00000101350,ENSMUSG00000101350.6,predicted gene 28962 [Source:MGI Symbol;Acc:MGI:5579668],Gm28962
ENSMUSG00000100614,ENSMUSG00000100614.1,predicted gene 28963 [Source:MGI Symbol;Acc:MGI:5579669],Gm28963
ENSMUSG00000100501,ENSMUSG00000100501.1,predicted gene 29466 [Source:MGI Symbol;Acc:MGI:5580172],Gm29466
ENSMUSG00000100083,ENSMUSG00000100083.6,predicted gene 29467 [Source:MGI Symbol;Acc:MGI:5580173],Gm29467
ENSMUSG00000101991,ENSMUSG00000101991.1,"predicted gene, 21724 [Source:MGI Symbol;Acc:MGI:5433888]",Gm21724
ENSMUSG00000100076,ENSMUSG00000100076.1,"predicted gene, 20963 [Source:MGI Symbol;Acc:MGI:5434318]",Gm20963
ENSMUSG00000101100,ENSMUSG00000101100.6,predicted gene 28326 [Source:MGI Symbol;Acc:MGI:5579032],Gm28326
ENSMUSG00000101744,ENSMUSG00000101744.6,predicted gene 28325 [Source:MGI Symbol;Acc:MGI:5579031],Gm28325
ENSMUSG00000095807,ENSMUSG00000095807.2,"predicted gene, 21405 [Source:MGI Symbol;Acc:MGI:5434760]",Gm21405
ENSMUSG00000101317,ENSMUSG00000101317.1,predicted gene 28284 [Source:MGI Symbol;Acc:MGI:5578990],Gm28284
ENSMUSG00000101244,ENSMUSG00000101244.6,predicted gene 29368 [Source:MGI Symbol;Acc:MGI:5580074],Gm29368
ENSMUSG00000096626,ENSMUSG00000096626.7,"predicted gene, 21861 [Source:MGI Symbol;Acc:MGI:5434025]",Gm21861
ENSMUSG00000100085,ENSMUSG00000100085.1,"predicted gene, 21413 [Source:MGI Symbol;Acc:MGI:5434768]",Gm21413
ENSMUSG00000101424,ENSMUSG00000101424.6,predicted gene 28073 [Source:MGI Symbol;Acc:MGI:5578779],Gm28073
ENSMUSG00000100264,ENSMUSG00000100264.1,"predicted gene, 21419 [Source:MGI Symbol;Acc:MGI:5434774]",Gm21419
ENSMUSG00000100715,ENSMUSG00000100715.6,predicted gene 28074 [Source:MGI Symbol;Acc:MGI:5578780],Gm28074
ENSMUSG00000100582,ENSMUSG00000100582.1,"predicted gene, 21428 [Source:MGI Symbol;Acc:MGI:5434783]",Gm21428
ENSMUSG00000099551,ENSMUSG00000099551.6,predicted gene 28072 [Source:MGI Symbol;Acc:MGI:5578778],Gm28072
ENSMUSG00000096347,ENSMUSG00000096347.2,"predicted gene, 21758 [Source:MGI Symbol;Acc:MGI:5433922]",Gm21758
ENSMUSG00000101531,ENSMUSG00000101531.6,predicted gene 29672 [Source:MGI Symbol;Acc:MGI:5580378],Gm29672
ENSMUSG00000100425,ENSMUSG00000100425.1,predicted gene 29131 [Source:MGI Symbol;Acc:MGI:5579837],Gm29131
ENSMUSG00000101005,ENSMUSG00000101005.1,"predicted gene, 20871 [Source:MGI Symbol;Acc:MGI:5434227]",Gm20871
ENSMUSG00000101300,ENSMUSG00000101300.6,predicted gene 29130 [Source:MGI Symbol;Acc:MGI:5579836],Gm29130
ENSMUSG00000101426,ENSMUSG00000101426.1,"predicted gene, 20978 [Source:MGI Symbol;Acc:MGI:5434333]",Gm20978
ENSMUSG00000101891,ENSMUSG00000101891.6,predicted gene 29132 [Source:MGI Symbol;Acc:MGI:5579838],Gm29132
ENSMUSG00000100238,ENSMUSG00000100238.1,"predicted gene, 21450 [Source:MGI Symbol;Acc:MGI:5434805]",Gm21450
ENSMUSG00000101103,ENSMUSG00000101103.1,"predicted gene, 21843 [Source:MGI Symbol;Acc:MGI:5434007]",Gm21843
ENSMUSG00000099866,ENSMUSG00000099866.6,predicted gene 28889 [Source:MGI Symbol;Acc:MGI:5579595],Gm28889
ENSMUSG00000101110,ENSMUSG00000101110.1,predicted gene 28890 [Source:MGI Symbol;Acc:MGI:5579596],Gm28890
ENSMUSG00000095141,ENSMUSG00000095141.7,predicted gene 28891 [Source:MGI Symbol;Acc:MGI:5579597],Gm28891
ENSMUSG00000101910,ENSMUSG00000101910.1,predicted gene 28691 [Source:MGI Symbol;Acc:MGI:5579397],Gm28691
ENSMUSG00000100579,ENSMUSG00000100579.6,predicted gene 28692 [Source:MGI Symbol;Acc:MGI:5579398],Gm28692
ENSMUSG00000094217,ENSMUSG00000094217.2,"predicted gene, 20794 [Source:MGI Symbol;Acc:MGI:5434150]",Gm20794
ENSMUSG00000100057,ENSMUSG00000100057.6,predicted gene 28690 [Source:MGI Symbol;Acc:MGI:5579396],Gm28690
ENSMUSG00000101592,ENSMUSG00000101592.1,predicted gene 28689 [Source:MGI Symbol;Acc:MGI:5579395],Gm28689
ENSMUSG00000100609,ENSMUSG00000100609.6,predicted gene 28687 [Source:MGI Symbol;Acc:MGI:5579393],Gm28687
ENSMUSG00000101993,ENSMUSG00000101993.1,"predicted gene, 20987 [Source:MGI Symbol;Acc:MGI:5434342]",Gm20987
ENSMUSG00000099935,ENSMUSG00000099935.1,"predicted gene, 21918 [Source:MGI Symbol;Acc:MGI:5434082]",Gm21918
ENSMUSG00000100667,ENSMUSG00000100667.1,RIKEN cDNA 1700040F15 gene [Source:MGI Symbol;Acc:MGI:1920579],1700040F15Rik
ENSMUSG00000100012,ENSMUSG00000100012.1,predicted gene 29207 [Source:MGI Symbol;Acc:MGI:5579913],Gm29207
ENSMUSG00000099836,ENSMUSG00000099836.1,predicted gene 29204 [Source:MGI Symbol;Acc:MGI:5579910],Gm29204
ENSMUSG00000100575,ENSMUSG00000100575.1,"predicted gene, 21489 [Source:MGI Symbol;Acc:MGI:5434844]",Gm21489
ENSMUSG00000101676,ENSMUSG00000101676.1,"predicted gene, 21832 [Source:MGI Symbol;Acc:MGI:5433996]",Gm21832
ENSMUSG00000101510,ENSMUSG00000101510.1,"predicted gene, 21573 [Source:MGI Symbol;Acc:MGI:5434928]",Gm21573
ENSMUSG00000099393,ENSMUSG00000099393.6,predicted gene 28179 [Source:MGI Symbol;Acc:MGI:5578885],Gm28179
ENSMUSG00000100404,ENSMUSG00000100404.1,"predicted gene, 21577 [Source:MGI Symbol;Acc:MGI:5434932]",Gm21577
ENSMUSG00000099865,ENSMUSG00000099865.1,predicted gene 29206 [Source:MGI Symbol;Acc:MGI:5579912],Gm29206
ENSMUSG00000101353,ENSMUSG00000101353.6,predicted gene 29203 [Source:MGI Symbol;Acc:MGI:5579909],Gm29203
ENSMUSG00000100726,ENSMUSG00000100726.1,"predicted gene, 21497 [Source:MGI Symbol;Acc:MGI:5434852]",Gm21497
